"id","name","area","status","address","tel"
"2Y07380029","得冠藝美瓷牙體技術所","高雄市小港區","開業","高雄市小港區厦莊三街133巷11號1樓","7918792"
"2Y05380012","華興牙體技術所","臺南市安平區","開業","臺南市安平區億載里光州二街111號1樓","06-2973562"
"2Y03130014","金和牙體技術所","臺中市外埔區","開業","臺中市外埔區東西巷81號1樓","04-25299852"
"2Y31130159","賀生牙體技術所","新北市土城區","開業","新北市土城區金城路三段149巷4弄11號1樓","(02)2264-7722"
"2Y37130019","晶皜牙體技術所","彰化縣花壇鄉","開業","彰化縣花壇鄉長沙村中正東街81巷9號","04-7871622"
"2Y31060125","傑登牙體技術所","新北市新莊區","開業","新北市新莊區中平路198巷3號2樓","89916877"
"2Y32010254","大眾牙體技術所","桃園市桃園區","開業","桃園市桃園區民光路90號1樓","03-3327533"
"2Y31060063","柏創牙體技術所","新北市新莊區","開業","新北市新莊區思源路50號2樓","22770058"
"2Y03150034","永昌牙體技術所","臺中市烏日區","開業","臺中市烏日區溪南路一段460巷376 弄 17號 1樓、2樓","04-23355732"
"2Y03270184","雅秀牙體技術所","臺中市西屯區","開業","臺中市西屯區工業區一路58巷11弄92號2樓","0918936311"
"2Y37010067","行家牙體技術所","彰化縣彰化市","開業","彰化縣彰化市自強南路435巷1號2樓","04-7519188"
"2Y31020121","北高牙體技術所","新北市三重區","開業","新北市三重區集美街126巷17號3樓","02-29746527"
"2Y32010101","禾康牙體技術所","桃園市桃園區","開業","桃園市桃園區同安街406號7樓","03-3586667"
"2Y32020054","永豐牙體技術所","桃園市中壢區","開業","桃園市中壢區龍昌路190巷81號1樓","(03)4362258"
"2Y37130019","晶皜牙體技術所","彰化縣花壇鄉","開業","彰化縣花壇鄉長沙村中正東街81巷9號","04-7871622"
"2Y31050058","尚豐牙體技術所","新北市新店區","開業","新北市新店區和成街15巷2號1樓","02 22145976"
"2Y22020097","迷你石牙體技術所","嘉義市西區","開業","嘉義市西區吳鳳南路345巷25號5樓之2","2259686"
"2Y22020104","六禾牙體技術所","嘉義市西區","開業","嘉義市西區國聖三街22號1樓國聖三街22號1樓","2810288"
"2Y31140075","鼎新牙體技術所","新北市蘆洲區","開業","新北市蘆洲區長安街194巷26弄6號1樓","(02)28479519"
"2Y05310109","大億牙體技術所","臺南市永康區","開業","臺南市永康區東灣里大灣一街242巷30號1樓","06-2729292"
"2Y07310045","上霖牙體技術所","高雄市楠梓區","開業","高雄市楠梓區五常里常順街28號","07-3539386"
"2Y03280028","祥鼎牙體技術所","臺中市南屯區","開業","臺中市南屯區永春東一路788巷16之2號1樓","04-23807686"
"2Y31010223","超然牙體技術所","新北市板橋區","開業","新北市板橋區文化路1段104巷1弄5-3號(4樓)","02-22590455"
"2Y12010052","非凡牙體技術所","新竹市東區","開業","新竹市東區復興里經國路一段315巷12弄7號1樓","03-5326697"
"2Y07350094","祥裕牙體技術所","高雄市苓雅區","開業","高雄市苓雅區河北路6巷24-1號","07-7167731"
"2Y01170092","和昇牙體技術所","臺北市信義區","開業","臺北市信義區吳興街269巷1弄26號","27228193"
"2Y32020116","啟鈺牙體技術所","桃園市中壢區","開業","桃園市中壢區新生路三段381號1樓","03-4937865"
"2Y03170018","俊德牙體技術所","臺中市龍井區","開業","臺中市龍井區新庄街二段120巷15號2樓","04-26522951"
"2Y32010165","廣益牙體技術所","桃園市桃園區","開業","桃園市桃園區龍泉一街91號2樓","03-3705536"
"2Y31060125","傑登牙體技術所","新北市新莊區","開業","新北市新莊區中平路198巷3號2樓","89916877"
"2Y32080078","江山牙體技術所","桃園市八德區","開業","桃園市八德區榮興路846巷1弄10號2樓","03-3650920"
"2Y32010147","保時潔牙體技術所","桃園市桃園區","開業","桃園市桃園區玉山街235巷26號1-2樓",""
"2Y33060016","成功牙體技術所","新竹縣湖口鄉","開業","新竹縣湖口鄉德興路72號1樓","03-5906032"
"2Y03060017","承宇牙體技術所","臺中市梧棲區","開業","臺中市梧棲區文華街72巷6弄6號1樓","04-26561509"
"2Y32020063","憶順牙體技術所","桃園市中壢區","開業","桃園市中壢區華愛一街39巷13號","4383178"
"2Y03090079","鼎級牙體技術所","臺中市潭子區","開業","臺中市潭子區大新路23巷13號1樓","04-25346333"
"2Y05310154","晟立牙體技術所","臺南市永康區","開業","臺南市永康區成功路57號1樓","06-3035741"
"2Y07060059","豐誠牙體技術所","高雄市大寮區","開業","高雄市大寮區琉球路94號1樓","07-7815205"
"2Y03090088","瀚霖牙體技術所","臺中市潭子區","開業","臺中市潭子區潭興路二段203號2樓","0920-687565"
"2Y32020090","駿騰牙體技術所","桃園市中壢區","開業","桃園市中壢區吉林路93巷22號4樓","4340406"
"2Y01160023","雅光牙體技術所","臺北市北投區","開業","臺北市北投區清江路77巷1號","28924436"
"2Y12040014","長昇牙體技術所","新竹市北區","開業","新竹市北區金雅里武陵路245巷23號2樓","03-5348990"
"2Y44040011","楊牙體技術所","澎湖縣西嶼鄉","開業","澎湖縣西嶼鄉合界村2號之3","06-9981396"
"2Y03270175","詰雅牙體技術所","臺中市西屯區","開業","臺中市西屯區河南東四街13號1樓","04-23164209"
"2Y31030181","冠橋牙體技術所","新北市永和區","開業","新北市永和區自由街70號8樓","02-29264957"
"2Y31010027","佑昇牙體技術所","新北市板橋區","開業","新北市板橋區新生街23巷1弄6號5櫻","02-2271-0686"
"2Y31020407","華盛牙體技術所","新北市三重區","開業","新北市三重區仁愛街435號4樓","(02)2980-8219"
"2Y03090088","瀚霖牙體技術所","臺中市潭子區","開業","臺中市潭子區潭興路二段203號2樓","0920-687565"
"2Y31060045","新錡牙體技術所","新北市新莊區","開業","新北市新莊區中原路102號5樓","85223030"
"2Y07310045","上霖牙體技術所","高雄市楠梓區","開業","高雄市楠梓區五常里常順街28號","07-3539386"
"2Y05310065","石松牙體技術所","臺南市永康區","開業","臺南市永康區復華里國華街174號1樓","06-2314950"
"2Y31030136","漢陞牙體技術所","新北市永和區","開業","新北市永和區秀朗路2段222號5樓","02-29261935"
"2Y03240159","奇嘉數位牙體技術所","臺中市西區","開業","臺中市西區精誠路14號7樓之8","04-23108111"
"2Y03260026","品冠牙體技術所","臺中市北區","開業","臺中市北區忠明三街5號1樓","04-22073041"
"2Y03190083","群禾牙體技術所","臺中市太平區","開業","臺中市太平區長安六街32號1樓","0912668833"
"2Y01120047","華興牙體技術所","臺北市南港區","開業","臺北市南港區同德路41號5樓","26537799"
"2Y38030027","韋華牙體技術所","南投縣草屯鎮","開業","南投縣草屯鎮仁愛街213巷24號1F","049-2301108"
"2Y31130051","詠慶牙體技術所","新北市土城區","開業","新北市土城區青山路5巷2號4樓","82623285"
"2Y07310081","良美牙體技術所","高雄市楠梓區","開業","高雄市楠梓區後昌新路37號1樓","07-3619362"
"2Y32020063","憶順牙體技術所","桃園市中壢區","開業","桃園市中壢區華愛一街39巷13號","4383178"
"2Y01100287","喬登牙體技術所","臺北市中山區","開業","臺北市中山區龍江路342巷40號","25175720"
"2Y03270157","富達牙體技術所","臺中市西屯區","開業","臺中市西屯區玉門路255號1樓","0424614020"
"2Y32020054","永豐牙體技術所","桃園市中壢區","開業","桃園市中壢區龍昌路190巷81號1樓","(03)4362258"
"2Y03080028","銘鎰牙體技術所","臺中市神岡區","開業","臺中市神岡區大漢街115巷12號4樓","04-25209789"
"2Y31030154","澄恩牙體技術所","新北市永和區","開業","新北市永和區保平路203巷9號1樓","02-86606855"
"2Y07320167","得魚齒研牙體技術所","高雄市三民區","開業","高雄市三民區鼎山街197巷5號5樓","07-3101234"
"2Y31060232","箐群牙體技術所","新北市新莊區","開業","新北市新莊區化成路764巷17號1樓","85212958"
"2Y32010147","保時潔牙體技術所","桃園市桃園區","開業","桃園市桃園區玉山街235巷26號1-2樓",""
"2Y31140075","鼎新牙體技術所","新北市蘆洲區","開業","新北市蘆洲區長安街194巷26弄6號1樓","(02)28479519"
"2Y31030172","合榆牙體技術所","新北市永和區","開業","新北市永和區保平路236巷7弄10號1樓","02-2929-0778"
"2Y31140253","全美牙體技術所","新北市蘆洲區","開業","新北市蘆洲區民族路298巷7號1樓","0916466076"
"2Y05320150","建昌牙體技術所","臺南市東區","開業","臺南市東區和平里自由路2段125巷28號1樓","06-3351929"
"2Y31010581","唯臻牙體技術所","新北市板橋區","開業","新北市板橋區中山路二段465巷10號2樓","02-29643181"
"2Y31020461","東傳牙體技術所","新北市三重區","開業","新北市三重區長樂街101號2樓","(02)2975-6329"
"2Y31050021","冠群牙體技術所","新北市新店區","開業","新北市新店區寶安街30號2樓","02-29183993"
"2Y31020032","平和牙體技術所","新北市三重區","開業","新北市三重區光復路1段83巷5號10樓","02-85112188"
"2Y40060026","冠群牙體技術所","嘉義縣新港鄉","開業","嘉義縣新港鄉宮前村中山路114巷21號","05-3746638"
"2Y01020113","明浩牙體技術所","臺北市大安區","開業","臺北市大安區臥龍街3號9樓","02-27384789"
"2Y31060330","蓁橙牙體技術所","新北市新莊區","開業","新北市新莊區天祥街71巷15號3樓","0989197804"
"2Y33060016","成功牙體技術所","新竹縣湖口鄉","開業","新竹縣湖口鄉德興路72號1樓","03-5906032"
"2Y03240104","永信牙體技術所","臺中市西區","開業","臺中市西區五權七街189號5樓","04-23723456"
"2Y03270139","元品牙體技術所","臺中市西屯區","開業","臺中市西屯區西屯路二段55巷10號1樓","04-23130152"
"2Y31050138","新春牙體技術所","新北市新店區","開業","新北市新店區玫瑰路66巷5號1樓","02 22155896"
"2Y31010081","冠億牙體技術所","新北市板橋區","開業","新北市板橋區英士路58巷24號1樓","02-22596513"
"2Y07010175","偉聖牙體技術所","高雄市鳳山區","開業","高雄市鳳山區頂新六街36號2樓","07-7961768"
"2Y32080121","舒潔牙體技術所","桃園市八德區","開業","桃園市八德區忠勇街377巷8號5樓","03-3672875"
"2Y31080029","宏達牙體技術所","新北市鶯歌區","開業","新北市鶯歌區中山路329巷6弄20號1樓","02-26775734"
"2Y31060161","可騰牙體技術所","新北市新莊區","開業","新北市新莊區福壽街169巷16弄4號1樓","89931260"
"2Y01150054","全德牙體技術所","臺北市士林區","開業","臺北市士林區中山北路六段423號4樓","02-28766178"
"2Y01110130","三和牙體技術所","臺北市內湖區","開業","臺北市內湖區康寧路三段189巷147號","26314283"
"2Y05320169","恩典牙體技術所","臺南市東區","開業","臺南市東區崇善里仁和路132號1樓","062891775"
"2Y38010034","上洋牙體技術所","南投縣南投市","開業","南投縣南投市永興路一街15-11號","049-2257149"
"2Y31020121","北高牙體技術所","新北市三重區","開業","新北市三重區集美街126巷17號3樓","02-29746527"
"2Y07290039","柏威牙體技術所","高雄市鼓山區","開業","高雄市鼓山區明華路253號9樓","5526333"
"2Y32020116","啟鈺牙體技術所","桃園市中壢區","開業","桃園市中壢區新生路三段381號1樓","03-4937865"
"2Y32020090","駿騰牙體技術所","桃園市中壢區","開業","桃園市中壢區吉林路93巷22號4樓","4340406"
"2Y33020049","海爾牙體技術所","新竹縣新埔鎮","開業","新竹縣新埔鎮信義二街29巷5號2樓","0912141403"
"2Y05310109","大億牙體技術所","臺南市永康區","開業","臺南市永康區東灣里大灣一街242巷30號1樓","06-2729292"
"2Y31130097","名玉牙體技術所","新北市土城區","開業","新北市土城區仁愛路17巷2號5樓","02-22648285"
"2Y07380029","得冠藝美瓷牙體技術所","高雄市小港區","開業","高雄市小港區厦莊三街133巷11號1樓","7918792"
"2Y32090010","心合牙體技術所","桃園市龍潭區","開業","桃園市龍潭區仁愛街39號1樓","0933961044"
"2Y03090168","全欣美牙體技術所","臺中市潭子區","開業","臺中市潭子區大通街93巷87弄12號1樓","0926-590966"
"2Y40030019","建勝牙體技術所","嘉義縣大林鎮","開業","嘉義縣大林鎮溝背里10鄰溝背165號","05-2954312"
"2Y22020113","世全牙體技術所","嘉義市西區","開業","嘉義市西區北港路268巷22號1樓","0932713199.2381368"
"2Y34010074","新銳牙體技術所","宜蘭縣宜蘭市","開業","宜蘭縣宜蘭市泰山路86巷5號","03-9302946"
"2Y31020470","朝陽牙體技術所","新北市三重區","開業","新北市三重區仁義街241巷4號1樓","(02)2985-7999"
"2Y22020097","迷你石牙體技術所","嘉義市西區","開業","嘉義市西區吳鳳南路345巷25號5樓之2","2259686"
"2Y22020104","六禾牙體技術所","嘉義市西區","開業","嘉義市西區國聖三街22號1樓國聖三街22號1樓","2810288"
"2Y03220040","遠企牙體技術所","臺中市中區","開業","臺中市中區民族路92號7樓之1","04-22211106"
"2Y11050016","長泰牙體技術所","基隆市中山區","開業","基隆市中山區西定路37之1號2樓","(02)24287358"
"2Y31040285","歐登牙體技術所","新北市中和區","開業","新北市中和區中山路2段351號5樓之13","0222261770"
"2Y03280028","祥鼎牙體技術所","臺中市南屯區","開業","臺中市南屯區永春東一路788巷16之2號1樓","04-23807686"
"2Y07350094","祥裕牙體技術所","高雄市苓雅區","開業","高雄市苓雅區河北路6巷24-1號","07-7167731"
"2Y31010410","維康牙體技術所","新北市板橋區","開業","新北市板橋區三民路2段正隆巷20號3樓","(02) 8961-1471"
"2Y37220054","台灣數位丹特牙體技術所","彰化縣埤頭鄉","開業","彰化縣埤頭鄉彰水路三段384號1、2樓","04-8921040轉21"
"2Y01170092","和昇牙體技術所","臺北市信義區","開業","臺北市信義區吳興街269巷1弄26號","27228193"
"2Y32040065","翰齡牙體技術所","桃園市楊梅區","開業","桃園市楊梅區益新一街128巷32號5F","0921087186"
"2Y03270255","信實牙體技術所","臺中市西屯區","開業","臺中市西屯區福瑞街75巷5號","0910-140736"
"2Y03290239","品晶牙體技術所","臺中市北屯區","開業","臺中市北屯區北屯路212巷9號2樓","0921-770049"
"2Y01160050","亞齊訢牙體技術所","臺北市北投區","開業","臺北市北投區大業路624號","0935002057"
"2Y31010607","品欣牙體技術所","新北市板橋區","開業","新北市板橋區民權路202巷21弄8號(1樓)","02-29670095"
"2Y03090131","宏洋牙體技術所","臺中市潭子區","開業","臺中市潭子區中山路一段3-9號1樓","0932-548921"
"2Y45040015","仁忠牙體技術所","花蓮縣新城鄉","開業","花蓮縣新城鄉康樂村廣安二街3號","038260157"
"2Y01190076","棋銓牙體技術所","臺北市萬華區","開業","臺北市萬華區南寧路56號","23024353"
"2Y07350165","逸品牙體技術所","高雄市苓雅區","開業","高雄市苓雅區廣州一街123-1號2樓","0928759035"
"2Y31060152","慶宜牙體技術所","新北市新莊區","開業","新北市新莊區四維路196號1樓","22043732"
"2Y39020016","賀生牙體技術所","雲林縣斗南鎮","開業","雲林縣斗南鎮東仁里忠孝路97號","05-5979599"
"2Y07350129","精采牙體技術所","高雄市苓雅區","開業","高雄市苓雅區廣東一街69巷10號1樓","07-7229040"
"2Y01090142","微笑牙體技術所","臺北市大同區","開業","臺北市大同區延平北路二段43巷15之1號","25560806"
"2Y40130014","日升牙體技術所","嘉義縣中埔鄉","開業","嘉義縣中埔鄉和興村平實街26號","05-2308022"
"2Y31050147","源本牙藝牙體技術所","新北市新店區","開業","新北市新店區三民路60巷8號1樓","02-22347775"
"2Y31170028","森齒研牙體技術所","新北市林口區","開業","新北市林口區中山路532號3樓之10","0985977539"
"2Y05370114","連安牙體技術所","臺南市安南區","開業","臺南市安南區城北里安中路六段578巷18號1樓","06-2575095"
"2Y31110102","禾京牙體技術所","新北市汐止區","開業","新北市汐止區中興路168號16樓之13","0978605198"
"2Y34020043","橙色牙體技術所","宜蘭縣羅東鎮","開業","宜蘭縣羅東鎮博愛路94巷23號","03-9560105"
"2Y01120038","偉展牙體技術所","臺北市南港區","開業","臺北市南港區成福路178巷18號","27850928"
"2Y31010063","正豐牙體技術所","新北市板橋區","開業","新北市板橋區忠孝路148號1樓","02-2951-4408"
"2Y31010045","佶慶牙體技術所","新北市板橋區","開業","新北市板橋區三民路一段175號3樓","02-2956-1633"
"2Y01100081","鼎將牙體技術所","臺北市中山區","開業","臺北市中山區吉林路254之2號3樓","25182562"
"2Y03290382","寬和牙體技術所","臺中市北屯區","開業","臺中市北屯區中清路二段479巷16號1、2樓","0927-887317"
"2Y03200208","謙皓牙體技術所","臺中市大里區","開業","臺中市大里區益民路二段433巷25弄19號1樓","0987-662025"
"2Y01150018","華鴻牙體技術所","臺北市士林區","開業","臺北市士林區前港街68巷1號5樓","28831898"
"2Y07010166","巧匠牙體技術所","高雄市鳳山區","開業","高雄市鳳山區北辰街15巷26號","0932723382"
"2Y39020025","永越牙體技術所","雲林縣斗南鎮","開業","雲林縣斗南鎮西歧里長安路一段84號","05-5971597"
"2Y32010389","良鑫牙體技術所","桃園市桃園區","開業","桃園市桃園區建國路123巷8號1樓","03-3663104"
"2Y07350030","福吉牙體技術所","高雄市苓雅區","開業","高雄市苓雅區光華一路232號4樓","07-2224502"
"2Y31020185","方圓牙體技術所","新北市三重區","開業","新北市三重區中正北路145巷7弄19號1樓","02-8982-5895"
"2Y11030014","明昌牙體技術所","基隆市暖暖區","開業","基隆市暖暖區源遠路279號 (2F)","0937527932"
"2Y07300085","透舒麗牙體技術所","高雄市左營區","開業","高雄市左營區站前路77號1~2樓","5883819"
"2Y31020532","日盛牙體技術所","新北市三重區","開業","新北市三重區仁愛街255巷8號1樓","02-22927688"
"2Y03230082","信康牙體技術所","臺中市東區","開業","臺中市東區自由路四段425號1樓","0936-611159"
"2Y31010090","耀升牙體技術所","新北市板橋區","開業","新北市板橋區自強新村91號1樓","02-29693396"
"2Y03290257","秋蔚牙體技術所","臺中市北屯區","開業","臺中市北屯區東山路一段50-9號","04-24361195"
"2Y03240140","昱辰牙體技術所","臺中市西區","開業","臺中市西區朝陽街30-3號1樓","04-23723285"
"2Y31010394","旭銳牙體技術所","新北市板橋區","開業","新北市板橋區莊敬路215號2樓","22559225"
"2Y32030014","禾廷牙體技術所","桃園市大溪區","開業","桃園市大溪區三元二街121巷96號4樓","03-3909963"
"2Y03290266","藝典牙體技術所","臺中市北屯區","開業","臺中市北屯區環中東路二段99之5號1樓","04-24391584"
"2Y32010218","京巧牙體技術所","桃園市桃園區","開業","桃園市桃園區信義街24號1樓","03-3345321"
"2Y31020158","雲起牙體技術所","新北市三重區","開業","新北市三重區六張街126巷2弄25號1樓","02-29818689"
"2Y03230108","輝鋐牙體技術所","臺中市東區","開業","臺中市東區樂業路299號1樓","04-22120035"
"2Y31020363","宏富牙體技術所","新北市三重區","開業","新北市三重區三和路三段167巷1號4樓","(02)2986-0889"
"2Y03230126","和昌牙體技術所","臺中市東區","開業","臺中市東區旱溪三街40號1樓","04-24376828"
"2Y05320043","鼎田牙體技術所","臺南市東區","開業","臺南市東區裕信路308-25號2樓","06-2675698"
"2Y40130032","世新牙體技術所","嘉義縣中埔鄉","開業","嘉義縣中埔鄉中華路914巷12號","05-2391464"
"2Y37220018","家宏牙體技術所","彰化縣埤頭鄉","開業","彰化縣埤頭鄉崙子村崙子南路134號1樓","04-8922857"
"2Y31030010","惠洋牙體技術所","新北市永和區","開業","新北市永和區永和路一段67號16樓","02-29282725"
"2Y32010352","明元牙體技術所","桃園市桃園區","開業","桃園市桃園區桃鶯路275巷4弄12之1號2樓","033778462"
"2Y31020292","欣華牙體技術所","新北市三重區","開業","新北市三重區大同北路44巷44號1樓","02-2980-1919"
"2Y12010098","微風牙體技術所","新竹市東區","開業","新竹市東區下竹里南大路218巷16弄37號2樓","0910398036"
"2Y03290186","競業牙體技術所","臺中市北屯區","開業","臺中市北屯區昌平路二段5-18號8樓","0933-404128"
"2Y03290293","瑞新牙體技術所","臺中市北屯區","開業","臺中市北屯區綏遠路二段16號4樓","0958768055"
"2Y07320345","當興牙體技術所","高雄市三民區","開業","高雄市三民區大豐一路214號1樓","0938290450"
"2Y07320265","好家牙體技術所","高雄市三民區","開業","高雄市三民區昌裕街71巷15弄13號1樓","07-3976963"
"2Y01020195","牙谷牙體技術所","臺北市大安區","開業","臺北市大安區通化街170巷4號1樓","02-2736-8119"
"2Y39070016","新生牙體技術所","雲林縣古坑鄉","開業","雲林縣古坑鄉東和村永和路3號之1","5263012"
"2Y01100303","迪歐數位牙體技術所","臺北市中山區","開業","臺北市中山區松江路42號11樓之12","02-87523319.02-27811010"
"2Y03240122","吉品牙體技術所","臺中市西區","開業","臺中市西區五權路1之67號18樓之1","04-23768383"
"2Y32070027","建成牙體技術所","桃園市龜山區","開業","桃園市龜山區中和南路31號1樓","03-3297874"
"2Y22020159","晴天牙體技術所","嘉義市西區","開業","嘉義市西區下埤路53巷146號","0928-336560"
"2Y03100043","威信牙體技術所","臺中市大雅區","開業","臺中市大雅區雅環路一段268巷20號1樓","04-25683539"
"2Y03240024","全球牙體技術所","臺中市西區","開業","臺中市西區中美街393巷5號1樓","04-23195682"
"2Y03230117","至將牙體技術所","臺中市東區","開業","臺中市東區東英十街60號1樓","04-22121774"
"2Y34010047","德藝牙體技術所","宜蘭縣宜蘭市","開業","宜蘭縣宜蘭市中山路二段179巷30號1樓","03-9366555"
"2Y31060170","永新牙體技術所","新北市新莊區","開業","新北市新莊區福壽街109號5樓","29941415"
"2Y32010058","極品軒牙體技術所","桃園市桃園區","開業","桃園市桃園區德豐街20號1樓","03-3749727"
"2Y01190067","奇技牙體技術所","臺北市萬華區","開業","臺北市萬華區東園街28巷27號3樓","23039572"
"2Y31020309","佑辰牙體技術所","新北市三重區","開業","新北市三重區文化南路10巷25號4樓","(02)2974-0562"
"2Y31110086","哲辰牙體技術所","新北市汐止區","開業","新北市汐止區保一街35巷12號1樓","0912505233"
"2Y37050016","創藝牙體技術所","彰化縣員林市","開業","彰化縣員林市三條里條和街63號2樓","04-8382649"
"2Y03090033","明皓牙體技術所","臺中市潭子區","開業","臺中市潭子區大通街116號1樓","04-25346359"
"2Y03260160","宇禾牙體技術所","臺中市北區","開業","臺中市北區進化北路367號3樓之15","0937-734990"
"2Y43010019","玉真牙體技術所","屏東縣屏東市","開業","屏東縣屏東市北勢里公德一街19號","08-7379079"
"2Y01100018","華藝牙技牙體技術所","臺北市中山區","開業","臺北市中山區松江路366之3號(4樓)及366之4號(5樓)","25214688"
"2Y03270102","茂順牙體技術所","臺中市西屯區","開業","臺中市西屯區安林路69-10號3樓","0912-072783"
"2Y01100161","仁仁牙體技術所","臺北市中山區","開業","臺北市中山區復興北路272號3樓","25073929"
"2Y37150039","長興牙體技術所","彰化縣大村鄉","開業","彰化縣大村鄉黃厝村山腳路7之49號2樓","04-8520700"
"2Y33080027","品辰牙體技術所","新竹縣新豐鄉","開業","新竹縣新豐鄉新豐村池府路23號","03-5688220"
"2Y03260099","文昶牙體技術所","臺中市北區","開業","臺中市北區北平三街16之5號","0931-554090"
"2Y03260080","昌達牙體技術所","臺中市北區","開業","臺中市北區崇德路一段127號2樓","04-22443430"
"2Y31060303","登鴻牙體技術所","新北市新莊區","開業","新北市新莊區民安西路88巷5弄104號6樓","22081155"
"2Y03030019","精燁牙體技術所","臺中市大甲區","開業","臺中市大甲區慈德路157號1樓","04-26819688"
"2Y01150036","毅澤牙體技術所","臺北市士林區","開業","臺北市士林區大南路308號3樓","28822131"
"2Y01010108","華新牙體技術所","臺北市松山區","開業","臺北市松山區南京東路五段66巷2弄5號3樓","5557-2913"
"2Y03290211","吉欣牙體技術所","臺中市北屯區","開業","臺中市北屯區遼陽北二街16號1樓","04-22447223"
"2Y03290195","宏泰牙體技術所","臺中市北屯區","開業","臺中市北屯區大富路50巷11號1樓","04-24211234"
"2Y03240015","傑笠牙體技術所","臺中市西區","開業","臺中市西區公正里向上北路189巷5號","04-23012617"
"2Y03190118","誠億牙體技術所","臺中市太平區","開業","臺中市太平區中山路四段212巷7弄11號1樓","0930-776299"
"2Y32040029","承峰牙體技術所","桃園市楊梅區","開業","桃園市楊梅區中山北路一段50巷20號1樓","03-4882959"
"2Y03290079","進泰牙體技術所","臺中市北屯區","開業","臺中市北屯區僑孝街160巷20號1樓","04-22449727"
"2Y03240079","昕藝牙體技術所","臺中市西區","開業","臺中市西區華美西街一段161號1樓","04-23131773"
"2Y03290408","名流牙體技術所","臺中市北屯區","開業","臺中市北屯區松山街157號1樓","04-24226051"
"2Y01190076","棋銓牙體技術所","臺北市萬華區","開業","臺北市萬華區南寧路56號","23024353"
"2Y31020416","尖兵牙體技術所","新北市三重區","開業","新北市三重區分子尾街79巷5號5樓","(02)2988-6222"
"2Y11070018","牙友牙體技術所","基隆市信義區","開業","基隆市信義區仁一路63號2樓","02-24244607"
"2Y33080027","品辰牙體技術所","新竹縣新豐鄉","開業","新竹縣新豐鄉新豐村池府路23號","03-5688220"
"2Y31010429","辰新牙體技術所","新北市板橋區","開業","新北市板橋區廣和街116號5樓","(02) 2956-1838"
"2Y31010394","旭銳牙體技術所","新北市板橋區","開業","新北市板橋區莊敬路215號2樓","22559225"
"2Y03230126","和昌牙體技術所","臺中市東區","開業","臺中市東區旱溪三街40號1樓","04-24376828"
"2Y01200086","年展牙體技術所","臺北市文山區","開業","臺北市文山區羅斯福路六段182號(實際營業地址：2樓)","02-89321392"
"2Y32010352","明元牙體技術所","桃園市桃園區","開業","桃園市桃園區桃鶯路275巷4弄12之1號2樓","033778462"
"2Y32010370","優耐特牙體技術所","桃園市桃園區","開業","桃園市桃園區中山路1000號3樓之2","0911500389"
"2Y01110112","德合牙體技術所","臺北市內湖區","開業","臺北市內湖區南京東路6段322號","27926849"
"2Y22020060","大立牙體技術所","嘉義市西區","開業","嘉義市西區德安路132號","2335696"
"2Y32100075","兆盈牙體技術所","桃園市平鎮區","開業","桃園市平鎮區關爺西路38巷20弄5號1樓","02-25182562"
"2Y03290373","威肯牙體技術所","臺中市北屯區","開業","臺中市北屯區松竹路一段803號1樓","0980-568760"
